string_id,text
760776147075430,
760776147075431,
760776147075432,Sonic Vibration
760776147075433,The vibrations are distorting your perception...
760776147075434,
760776147075435,
760776147075436,
760776147075437,Sonic Vibration
760776147075438,The vibrations are distorting your perception...
760776147075439,
760776147075440,
760776147075441,
760776147075442,
760776147075443,
760776147075444,
760776147075445,Systemic Shock
760776147075446,The Kagareth is seizing!
760776147075447,
761029550145536,Security Camera
761029550145537,
761055319949312,Frenzy
761055319949313,
761184168968192,Imperial Transport Takeoff
761184168968450,
761394622365696,Aggro Generation
761394622365697,
761394622365954,
762013097656320,Give Gift To Companion
762013097656321,Give a gift to your companion to increase your influence with them.
762013097656588,
762013097656589,
762747537063936,Orbital Bombardment
762747537063937,The orbital bombardment entity casts this ability at the center of the crater.
762747537064196,
762747537064197,
762794781704192,Defibrillator Kit
762794781704193,Allows your companion to resurrect fallen allies.
762794781704456,
762794781704457,
762794781704458,
762794781704459,
762833436409856,Extrication Kit
762833436409857,Allows your companion to break you out of control abilities.
762833436410118,
762833436410119,
762833436410120,
763095429414912,Uploading Virus...
763095429414913,Uploads the virus to the Okara Probe Droids
763095429415176,The virus has already been uploaded to this probe droid.
763095429415177,
763095429415178,
763095429415179,The virus has already been uploaded to this probe droid.
763095429415180,
763138379087872,Buff Scannable Probe Droid
763138379087873,
763142674055168,Infected Probe Droid
763142674055169,This Probe Droid has been infected with the virus
763911473201152,Recently Gave Gift
763911473201153,The player recently gave a gift and has to wait before giving another
764010257448960,Ambush Engaged
764010257448961,Applied to the Dewback once they enter an ambush volume. This is used to determine the appropriate Dewback to order resume walk for.
765298747637760,Buff Is Scannable Npc
765298747637761,Marks the NPC as being a scannable NPC for the purposes of error message returns when using the Scanner item.
766299475017728,Shielded Master Yuon Par
766299475017729,The act of shielding Master Yuon Par from the effects of the plague has left you in a weakened state. Strength decreased by 10%.
766840640897024,Injection
766840640897280,Watcher X has injected you with something that will make it appear as though you had extensive genetic modification and degradation.
767171353378816,Tagged
767171353378817,An electronic tracking device has been planted on this person.
767175648346112,Tagging Target
767175648346113,Tags a target with an electronic listening device.  
767175648346380,
767175648346381,
767175648346382,
767175648346383,
767175648346384,
767175648346385,
768111951216640,Droid Disguise
768111951216896,Holographic disguise designed by Watcher X.  The disguise should allow you to get into VerveGen undetected.
768180670693376,Airstrike
768180670693377,You will receive air support in 20 seconds
768180670693641,
768180670693642,
768180670693643,
769074023890944,Dispell Droid Disguise
769074023890945,
769374671601664,Heal Full
769374671601665,
769752628723712,Fast Mover
769752628723713,Increases the target's speed by 75% permanently
769752628724010,Can't do that while hindered.
769868592840704,Instant Death
770233665060864,Laser Designator
770233665060865,
770736176234496,Channeling the Force
770804895711232,Activate Droid Disguise
771019644076032,Personnel Scanner
771019644076033,
771071183683584,Green Jedi Onspawn
771071183683585,This is a hidden ability applied to the Green Jedi onspawn to keep him in position
771079773618176,Green Jedi Charge
771079773618177,
771079773618438,Force Charge
771079773618439,Force Charge
771079773618440,
771079773618441,Can't do that while hindered.
773484955303936,Poison
773484955303937,It is not advisable to use this poison on yourself.   
773484955304198,
773484955304199,You have foolishly injected yourself with the poison intended for Jordel Tlan.  Use the Antidote to cure yourself of this ailment.
773484955304200,Poisoned
773652459028480,Rebirth
773652459028481,
773695408701440,Antidote
773695408701441,Removes the effects of poison
773695408701698,
776010396073984,Scanning
776010396073985,Scans the surrounding area for any environmental hazards such as structural issues and lingering radiation
776727655612416,Detonator
776727655612417,Be sure to stand clear of the explosive before you detonate!
777238756720640,Remove Toxic Damage Static
777238756720641,
778252369002496,Saber Attacks1
778252369002497,
778252369002754,
778896614096896,Dispell Attacks
778896614096897,
779386240368640,Shock Collar
779386240368641,Active shock collar on an escaped prisoner
779386240368909,Shock Collar
779386240368910,Shocked
779386240368911,The shock collar has gone off.
779386240368912,
779386240368913,
780309658337280,Rancor Kill Self
780382672781312,Initializing Test Subject Purge Protocols...
780975378268160,Hidden Debuff
780975378268161,This allows the Apply Damage debuff to deal damage. Hidden Buff.
781606738460672,Transmitting Shutdown Code
781726997544960,Surrender
781726997544961,
782006170419200,Wounded Debuff
782006170419201,You hope Shi Bata knows what he is doing...
782006170419458,
782165084209152,Detonating...
782165084209153,
782212328849408,Return To Spaceport
782212328849409,Return you to the main spaceport on your current planet.
782212328849681,
782538746363904,Cowering
782538746363905,
782577401069568,Remove Fire Damage Buff
782577401069569,
782590285971456,Cure Wounded
782590285971457,Shi Bata fixed your leg
783702682501120,Mild Radiation Sickness
783702682501121,You are suffering from radiation exposure.
783706977468416,Moderate Radiation Sickness
783706977468417,You are suffering from substantial radiation exposure.
783711272435712,Dispel Radiation Sickness
783711272435713,
783715567403008,Recording...
783715567403009,"Records and transmits your surroundings to Mola Haxtor, but has a moderate chance of alerting nearby enemies to your presence."
784089229557760,Engineer Aggro
784089229557761,
784458596745216,Taking Samples...
784458596745217,
784716294782976,Shield Probe
784716294782977,"Summons a probe droid that projects a shield around you for up to <<1[%d/%d/%d]>> seconds, absorbing <<2>> damage. Does not break stealth."
784716294783261,Absorbs incoming damage.
784716294783262,
784716294783278,Toxic Regulators
784716294783279,Damage reduction increased.
784716294783280,
784716294783282,
784926748180480,Throw
784926748180481,
785128611643392,Diversion
785128611643393,Reduces the accuracy by 45% and exposes from cover up to 8 enemies within 8 meters for <<1[%d/%d/%d]>> seconds. Cannot be used on Operation bosses.
785128611643648,Cannot be used on Operation Bosses.
785128611643650,Cannot be used on Operation Bosses.
785128611643652,
785128611643654,Diversion (Tech)
785128611643655,Accuracy reduced.
785128611643656,
785128611643662,
785128611643664,
785128611643666,
785128611643668,Slowed (Physical)
785128611643669,Movement speed reduced.
785128611643670,
785128611643680,
785128611643688,Diversion (Tech)
785128611643689,Accuracy reduced.
785128611643690,
785128611643692,
785128611643704,
785128611643706,
785128611643720,
785128611643722,
785128611643724,Cannot be used on Operation Bosses.
785128611643726,Cannot be used on Operation Bosses.
785128611643728,
785128611643730,
785128611643732,
785128611643734,Controlled Chaos
785128611643735,Armor penetration increased.
785128611643736,
785128611643738,
785128611643740,
785605353013248,Channeling the Force
786159403794432,Mote
786159403794433,This is a passive ability to be placed on Mote NPCs. Prevents them from moving/being thrown around via physics/etc.
788062074306560,Wounded Dispel
788062074306561,This ability dispels the Wounded effect from the NPC that has it.
788062074306818,
788427146526720,Toss
788427146526721,Tosses an enemy away from the lizard.
788427146526978,
788611830120448,Rescued
788611830120449,The prisoner has been freed and is on the way to safety.
789414989004800,Poisoning Drink...
789707046780928,Berserk
789707046781188,Berserk
789707046781189,Damage dealt increased.
789707046781190,
789707046781193,
790398536515584,Poison Grenades
790398536515585,Use the grenades at the Sarlacc Pit to gas the poor souls trapped inside.
790432896253952,Grenade
790432896253953,"Used during the war zone sequence as part of some visual flair.  Plays Corso Rigg's ""Frag Grenade"" VFX for the throw but uses the Thermal Detonator explosion at the end."
790819443310592,Nariel Killing Blow
790819443310593,Nariel Pridence kills the Imperial Commandos around her when the player approaches.
790819443310852,
790819443310853,
791098616184832,Prisoner Timeout
791098616184833,Kills prisoner after 30 sec so that he will reset.
792288322125824,Shamanic Presence
792288322125825,Nearby minions receive a 5% bonus to their accuracy.
792288322126080,Accuracy increased.
792288322126082,
792288322126083,
792288322126084,
792288322126085,
792704933953536,Pre Combat
792704933953537,"Pre Combat Anim:  Battery Droids are ""charging"" the elite mob."
792704933953817,
792704933953818,
792704933953819,
792704933953820,
792704933953821,
794367086297088,Grab
794367086297089,"The wraid grabs and throws the target. Brief stun, minor damage."
794367086297344,Stunned
794367086297345,Unable to act.
794367086297349,
795350633807872,Bone Fist
795350633807873,"Punches the target, dealing kinetic damage and pushing it back."
795350633808128,
795427943219200,Short Circuit Death
795427943219201,Droids short circuit and die.  This occurs at the end of battle with Diago Hixan to remove any extraneous droids that may have survived.
795427943219458,
795793015439360,Stealth Tracker
795793015439361,Hidden: Used to track player's combat status.
795793015439620,
795793015439621,
796342771253248,Slicing Terminal
796342771253249,
796514569945088,Headbutt
796514569945089,"Headbutts the target, dealing kinetic damage and knocking the target back several meters."
796514569945344,
796652008898560,Grant Bike
797326318764032,Force Push
797326318764033,"A non-damaging knockback ability called by Darth Jadus after he is fought to ""surrender"" status."
797326318764291,
797326318764292,
797399333208064,Force Charge
797399333208065,Specially designed force charge that puts Darth Jadus in a specifc location after he is defeated.
797940499087360,Rocket Barrage
797940499087361,
798232556863488,
798232556863489,
798232556863745,
798262621634560,Nomen Karr Reckless
798262621634561,"Karr is losing control.

Damage dealt increased by 10%
Damage taken increased by 20%"
798266916601856,Nomen Karr Enraged
798266916601857,"Karr is teetering on the edge of madness.

Damage dealt increased by 20%
Damage taken increased by 50%"
798374290784256,Room1complete
798374290784257,
799254759079936,Dispel Summon Range Aura
799254759079937,
799254759080194,
799306298687488,Thedys Onspawn
799306298687489,"Governs Kellian's reaction to Thendys being attacked; increases Thendys survivability and reduces her damage dealt (Thendys should be a healer of Kellian, not yet ready or trained for proper combat)."
799306298687765,
799306298687766,
799306298687767,
799306298687768,
799306298687769,
799306298687770,
799306298687771,
799310593654784,Premonition
799310593654785,This abiliy is used to permit Kellian to intervene when the player is attacking Thendys. It also governs Kellian's window of vulnerability.
799310593655040,Protecting allies
799310593655042,Healing allies
799310593655043,Replenish
799310593655044,Incoming damage is partially mitigated
799310593655045,Fatigue
799310593655046,Taking additional damage from attacks
799310593655080,
799310593655081,
799310593655082,
799310593655083,
799310593655084,
799310593655085,
799310593655086,
799310593655087,
799310593655088,
799310593655089,
799310593655090,
799310593655091,Can't do that while hindered.
799362133262336,Thermal Shield
799362133262609,Reduces elemental damage taken by 20%. 
799366428229632,Victory Cry
799366428229633,
799366428229891,
799413672869888,Explosive Force
799413672869889,Called by Kellian when he intervenes to protect Thendys.
799413672870144,A massive wave of energy catapults you through the air...
799413672870157,
799413672870158,
799413672870159,
799559701757952,Reviviscence
799559701757953,Healing ability used by Thendys and Kellian during their encounter.
799559701758208,Periodic healing.
799559701758215,
799559701758216,
799559701758217,
799963428683776,Attack
799963428683777,Commands the companion character to attack your target.
800337090838528,Area Taunt 25m
800337090838529,
800337090838784,
800337090838785,
800341385805824,Area Taunt 50m
800341385806080,
800341385806081,
800345680773120,Attack Me
800349975740416,Clear Threat
800354270707712,Immobilize Dispel
800354270707713,Dispels all of the abilities in the World Design - Utility - Stun folder
800358565675008,Immobilize Permanent
800358565675009,Stuns target until dispelled
800362860642304,Stumble Backwards
800367155609600,Stun 15 Seconds
800367155609601,Stuns target for 15 seconds
800371450576896,Stun 1 Second
800371450576897,Stuns target for 15 seconds
800375745544192,Stun 30 Seconds
800375745544193,Stuns target for 30 seconds
800380040511488,Stun 5 Seconds
800380040511489,Stuns target for 15 seconds
800384335478784,Stun Dispel
800384335478785,Dispels all of the abilities in the World Design - Utility - Stun folder
800388630446080,Stun Permanent
800388630446081,Stuns target until dispelled
800392925413376,Buff Stealth Lingerer
800392925413636,
800397220380672,Buff Stealth Listener
800397220380935,Executing Hydra
800397220380936,
800401515347968,Debuff Stealth Listener Lingerer
800405810315264,Event Complete
800405810315265,
800410105282560,
800410105282561,
800414400249856,Health Check 05
800414400249857,
800414400250117,
800418695217152,Health Check 10
800418695217153,
800418695217412,
800422990184448,Health Check 20
800422990184449,
800422990184706,
800427285151744,Health Check 25
800427285151745,
800427285152006,
800431580119040,Health Check 30
800431580119041,
800431580119298,
800435875086336,Health Check 40
800435875086337,
800435875086595,
800440170053632,Health Check 50
800440170053633,
800440170053890,
800444465020928,Health Check 60
800444465020929,
800444465021186,
800448759988224,Health Check 70
800448759988225,
800448759988482,
800453054955520,Health Check 75
800453054955521,
800453054955778,
800457349922816,Health Check 80
800457349922817,
800457349923076,
800461644890112,Health Check 90
800461644890113,
800461644890370,
800465939857408,Posture Aggressive
800465939857409,"Sets a follower's ""Posture"" to Aggresive. He actively attack/persue members of enemy factions."
800470234824704,Posture Defensive
800470234824705,"Sets a follower's ""Posture"" to Defensive. He will only engage in combat when the player does, and fight NPCs that attack the plaer."
800474529792000,Posture Passive
800474529792001,"Sets a follower's ""Posture"" to Passive. He will NOT engage in combat under any circubmstances."
800478824759296,Dark Meditation
800478824759297,
800478824759556,
800483119726592,Dark Meditation Dispel
800483119726593,
800487414693888,Dark Meditation Test
800487414693889,
800491709661184,
800491709661185,"Sets an NPC that is not in combat mode, to perform a series of random talking animations indefinitely. Taking damage or being in combat while an animation is attempted, will clear the effect from the target. The talking animations from this ability are all authoratively angry in nature."
800491709661440,
800491709661441,
800491709661442,
800491709661443,
800491709661444,
800491709661445,
800491709661446,
800491709661447,
800491709661448,
800496004628480,Immobilize
800496004628481,
800500299595776,No Damage
800500299595777,This NPC takes no damage and causes no damage.
800504594563072,No Damage Remove
800504594563073,Dispels all of the abilities in the World Design - Utility - Stun folder
800508889530368,Jump Forward Weak
800508889530369,
800513184497664,Knock Forward Strong
800513184497665,
800517479464960,Knock Forward Weak
800517479464961,
800521774432256,Health Trigger 25
800521774432257,
800521774432514,
800526069399552,Health Trigger 50
800526069399553,
800526069399810,
800530364366848,Health Trigger 75
800530364366849,
800530364367106,
800538954301440,Immobilize
800543249268736,Laser Shot
800543249268737,The enemy targets you for several seconds before doing a high damage attack.
800547544236032,Mark Target
800547544236033,Damage taken increased by 10%
800547544236290,
800551839203328,Jet Blade
800551839203329,Jumps to the target and performs a standard attack.
800551839203584,Can't do that while hindered.
800556134170624,Piercing Thrust
800556134170625,"Hits the target, causing a debuff."
800556134170886,Fractured Armor
800556134170887,Armor has been reduced by 5% for 15 seconds.
800556134170888,
800560429137920,Arrival
800560429137921,
800564724105216,Backhand
800564724105217,Does 10 to 14 damage and interrupts abilities.
800569019072512,Flying Crane
800569019072513,"Jumps to a single target, knocks it back, and does moderate damage. Builds 2 action points."
800573314039808,Roundhouse
800573314039809,Does 10 to 14 damage and interrupts abilities.
800573314040068,
800573314040069,
800577609007104,Spinning Strike
800577609007105,Does 10 to 14 damage and interrupts abilities.
800581903974400,Tactical Shout
800581903974401,"Command your allies to battle, increasing damage dealt by 10% for all friendly units within range for 5 minutes. Only one Command can be active at a time."
800581903974662,Tactical Shout - Damage increased
800581903974663,
800581903974664,
800586198941696,Precision Blast
800586198941697,Performs two standard attacks.
800586198941959,
800586198941960,
800586198941961,Precision Blast
800590493908992,Riot Slap
800590493908993,Does 10 to 14 damage and interrupts abilities.
800590493909250,
800594788876288,Vitals Scan
800594788876289,Cast time heal.  
800594788876548,
800594788876549,
800599083843584,Morale Boost
800599083843585,Increases Damage of Friendly Soldiers.  Stun or Kill to turn into a debuff.
800599083843856,Morale Buff
800599083843857,
800599083843858,Morale Debuff from sleep dart
800599083843859,
800599083843860,
800599083843861,Morale Debuff from death
800599083843862,
800599083843863,
800603378810881,
800607673778176,Blaster Torrent
800607673778177,Does 5 to 10 damage every second for 3 seconds and reduces movement speed by 30%.
800607673778436,
800607673778437,
